sku_id,week_start,units_sold,revenue,avg_unit_price,promo_days,category,subcategory,unit_cost,list_price,holiday_days,promo_active,units_sold_lag_1,units_sold_lag_2,units_sold_lag_3,units_sold_lag_4,units_sold_lag_52,units_sold_roll_mean_4,units_sold_roll_std_4,month,year,week_of_year
SKU001,2026-04-06,5,18695.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,4.0,7.0,9.0,10.0,4.0,7.5,2.6457513110645903,4,2026,15
SKU001,2026-04-13,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,5.0,4.0,7.0,9.0,10.0,6.25,2.217355782608345,4,2026,16
SKU001,2026-04-20,4,14956.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,5.0,4.0,7.0,8.0,6.0,1.8257418583505536,4,2026,17
SKU001,2026-04-27,9,31813.41,3546.464285714286,3,Bed & Bath,Duvets,1756.33,3739.0,0,1,4.0,8.0,5.0,4.0,9.0,5.25,1.892969448600091,4,2026,18
SKU001,2026-05-04,12,43810.380000000005,3587.9114285714286,2,Bed & Bath,Duvets,1756.33,3739.0,0,1,9.0,4.0,8.0,5.0,13.0,6.5,2.380476142847616,5,2026,19
SKU001,2026-05-11,6,22434.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,12.0,9.0,4.0,8.0,5.0,8.25,3.304037933599835,5,2026,20
SKU001,2026-05-18,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,6.0,12.0,9.0,4.0,6.0,7.75,3.5,5,2026,21
SKU001,2026-05-25,6,22434.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,9.0,6.0,12.0,9.0,9.0,9.0,2.449489742783178,5,2026,22
SKU001,2026-06-01,5,18695.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,6.0,9.0,6.0,12.0,7.0,8.25,2.8722813232690143,6,2026,23
SKU001,2026-06-08,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,5.0,6.0,9.0,6.0,7.0,6.5,1.7320508075688772,6,2026,24
SKU001,2026-06-15,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,5.0,6.0,9.0,7.0,7.0,1.8257418583505538,6,2026,25
SKU002,2025-01-20,22,10309.98,481.0833333333333,3,Furnishings,Throws,276.37,559.0,1,1,0.0,0.0,0.0,0.0,17.243243243243242,0.0,0.0,1,2025,4
SKU002,2025-01-27,22,11639.51,531.48,2,Furnishings,Throws,276.37,559.0,0,1,22.0,0.0,0.0,0.0,17.243243243243242,22.0,0.0,1,2025,5
SKU002,2025-02-03,22,12298.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,22.0,22.0,0.0,0.0,17.243243243243242,22.0,0.0,2,2025,6
SKU002,2025-02-10,15,8385.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,22.0,22.0,22.0,0.0,17.243243243243242,22.0,0.0,2,2025,7
SKU002,2025-02-17,23,12857.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,15.0,22.0,22.0,22.0,17.243243243243242,20.25,3.5,2,2025,8
SKU002,2025-02-24,15,8385.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,23.0,15.0,22.0,22.0,17.243243243243242,20.5,3.696845502136472,2,2025,9
SKU002,2025-03-03,18,10062.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,15.0,23.0,15.0,22.0,17.243243243243242,18.75,4.349329450233296,3,2025,10
SKU002,2025-03-10,26,14534.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,18.0,15.0,23.0,15.0,17.243243243243242,17.75,3.774917217635375,3,2025,11
SKU002,2025-03-17,22,12298.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,26.0,18.0,15.0,23.0,17.243243243243242,20.5,4.932882862316247,3,2025,12
SKU002,2025-03-24,16,8944.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,22.0,26.0,18.0,15.0,17.243243243243242,20.25,4.7871355387816905,3,2025,13
SKU002,2025-03-31,11,6149.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,16.0,22.0,26.0,18.0,17.243243243243242,20.5,4.43471156521669,3,2025,14
SKU002,2025-04-07,17,9503.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,11.0,16.0,22.0,26.0,17.243243243243242,18.75,6.601767440112787,4,2025,15
SKU002,2025-04-14,13,7267.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,17.0,11.0,16.0,22.0,17.243243243243242,16.5,4.509249752822894,4,2025,16
SKU002,2025-04-21,14,7826.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,13.0,17.0,11.0,16.0,17.243243243243242,14.25,2.75378527364305,4,2025,17
SKU002,2025-04-28,23,11487.58,511.21571428571434,4,Furnishings,Throws,276.37,559.0,0,1,14.0,13.0,17.0,11.0,17.243243243243242,13.75,2.499999999999999,4,2025,18
SKU002,2025-05-05,13,7004.71,546.51,1,Furnishings,Throws,276.37,559.0,0,1,23.0,14.0,13.0,17.0,17.243243243243242,16.75,4.5,5,2025,19
SKU002,2025-05-12,14,7826.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,13.0,23.0,14.0,13.0,17.243243243243242,15.75,4.856267428111155,5,2025,20
SKU002,2025-05-19,15,8385.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,14.0,13.0,23.0,14.0,17.243243243243242,16.0,4.69041575982343,5,2025,21
SKU002,2025-05-26,12,6708.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,15.0,14.0,13.0,23.0,17.243243243243242,16.25,4.573474244670748,5,2025,22
SKU002,2025-06-02,9,5031.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,12.0,15.0,14.0,13.0,17.243243243243242,13.5,1.2909944487358056,6,2025,23
SKU002,2025-06-09,9,5031.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,9.0,12.0,15.0,14.0,17.243243243243242,12.5,2.6457513110645907,6,2025,24
SKU002,2025-06-16,9,5031.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,9.0,9.0,12.0,15.0,17.243243243243242,11.25,2.8722813232690143,6,2025,25
SKU002,2025-06-23,14,7826.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,9.0,9.0,9.0,12.0,17.243243243243242,9.75,1.5,6,2025,26
SKU002,2025-06-30,16,8944.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,14.0,9.0,9.0,9.0,17.243243243243242,10.25,2.5,6,2025,27
SKU002,2025-07-07,8,4472.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,16.0,14.0,9.0,9.0,17.243243243243242,12.0,3.559026084010437,7,2025,28
SKU002,2025-07-14,8,4472.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,8.0,16.0,14.0,9.0,17.243243243243242,11.75,3.8622100754188224,7,2025,29
SKU002,2025-07-21,10,5590.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,8.0,8.0,16.0,14.0,17.243243243243242,11.5,4.123105625617661,7,2025,30
SKU002,2025-07-28,10,5590.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,10.0,8.0,8.0,16.0,17.243243243243242,10.5,3.7859388972001824,7,2025,31
SKU002,2025-08-04,12,6708.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,10.0,10.0,8.0,8.0,17.243243243243242,9.0,1.1547005383792512,8,2025,32
SKU002,2025-08-11,28,13357.57,487.89428571428573,5,Furnishings,Throws,276.37,559.0,1,1,12.0,10.0,10.0,8.0,17.243243243243242,10.0,1.6329931618554518,8,2025,33
SKU002,2025-08-18,10,5590.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,28.0,12.0,10.0,10.0,17.243243243243242,15.0,8.717797887081348,8,2025,34
SKU002,2025-08-25,10,5590.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,10.0,28.0,12.0,10.0,17.243243243243242,15.0,8.717797887081348,8,2025,35
SKU002,2025-09-01,13,7267.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,10.0,10.0,28.0,12.0,17.243243243243242,15.0,8.717797887081348,9,2025,36
SKU002,2025-09-08,11,6149.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,13.0,10.0,10.0,28.0,17.243243243243242,15.25,8.616843969807045,9,2025,37
SKU002,2025-09-15,14,7826.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,11.0,13.0,10.0,10.0,17.243243243243242,11.0,1.4142135623730983,9,2025,38
SKU002,2025-09-22,20,11180.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,14.0,11.0,13.0,10.0,17.243243243243242,12.0,1.8257418583505562,9,2025,39
SKU002,2025-09-29,22,12298.0,559.0,0,Furnishings,Throws,276.37,559.0,1,0,20.0,14.0,11.0,13.0,17.243243243243242,14.5,3.872983346207418,9,2025,40
SKU002,2025-10-06,16,8944.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,22.0,20.0,14.0,11.0,17.243243243243242,16.75,5.1234753829798,10,2025,41
SKU002,2025-10-13,16,8944.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,16.0,22.0,20.0,14.0,17.243243243243242,18.0,3.6514837167011085,10,2025,42
SKU002,2025-10-20,31,14341.42,463.11428571428576,7,Furnishings,Throws,276.37,559.0,1,1,16.0,16.0,22.0,20.0,17.243243243243242,18.5,3.0000000000000013,10,2025,43
SKU002,2025-10-27,16,8944.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,31.0,16.0,16.0,22.0,17.243243243243242,21.25,7.088723439378913,10,2025,44
SKU002,2025-11-03,15,8385.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,16.0,31.0,16.0,16.0,17.243243243243242,19.75,7.500000000000001,11,2025,45
SKU002,2025-11-10,13,7267.0,559.0,0,Furnishings,Throws,276.37,559.0,1,0,15.0,16.0,31.0,16.0,17.243243243243242,19.5,7.681145747868609,11,2025,46
SKU002,2025-11-17,15,8385.0,559.0,0,Furnishings,Throws,276.37,559.0,0,0,13.0,15.0,16.0,31.0,17.243243243243242,18.75,8.261355820929154,11,2025,47
