sku_id,date,promo_flag,units_sold,unit_price,revenue
SKU011,2024-06-02,0,2.0,839.0,1678.0
SKU012,2024-06-02,0,1.0,1589.0,1589.0
SKU018,2024-06-02,0,2.0,1569.0,3138.0
SKU020,2024-06-02,0,15.0,2229.0,33435.0
SKU021,2024-06-02,0,1.0,4929.0,4929.0
SKU031,2024-06-02,0,2.0,4359.0,8718.0
SKU034,2024-06-02,0,3.0,759.0,2277.0
SKU036,2024-06-02,0,2.0,2699.0,5398.0
SKU038,2024-06-02,0,5.0,3079.0,15395.0
SKU042,2024-06-02,0,5.0,3659.0,18295.0
SKU045,2024-06-02,0,2.0,3349.0,6698.0
SKU046,2024-06-02,0,4.0,3389.0,13556.0
SKU047,2024-06-02,0,2.0,4059.0,8118.0
SKU050,2024-06-02,0,3.0,3749.0,11247.0
SKU054,2024-06-02,0,2.0,729.0,1458.0
SKU059,2024-06-02,0,0.0,2339.0,0.0
SKU063,2024-06-02,0,4.0,4599.0,18396.0
SKU064,2024-06-02,0,6.0,1959.0,11754.0
SKU065,2024-06-02,0,3.0,2229.0,6687.0
SKU069,2024-06-02,0,3.0,1369.0,4107.0
SKU070,2024-06-02,0,2.0,4849.0,9698.0
SKU073,2024-06-02,0,7.0,4349.0,30443.0
SKU076,2024-06-02,0,2.0,3129.0,6258.0
SKU079,2024-06-02,0,4.0,1279.0,5116.0
SKU080,2024-06-02,0,1.0,919.0,919.0
SKU085,2024-06-02,0,9.0,1049.0,9441.0
SKU086,2024-06-02,0,5.0,4159.0,20795.0
SKU091,2024-06-02,0,2.0,2999.0,5998.0
SKU095,2024-06-02,0,6.0,949.0,5694.0
SKU103,2024-06-02,0,7.0,4389.0,30723.0
SKU104,2024-06-02,0,0.0,2249.0,0.0
SKU106,2024-06-02,0,2.0,1599.0,3198.0
SKU107,2024-06-02,0,2.0,2249.0,4498.0
SKU110,2024-06-02,0,12.0,649.0,7788.0
SKU111,2024-06-02,0,3.0,3659.0,10977.0
SKU118,2024-06-02,0,6.0,4529.0,27174.0
SKU120,2024-06-02,0,3.0,3739.0,11217.0
SKU122,2024-06-02,0,1.0,4229.0,4229.0
SKU126,2024-06-02,0,0.0,1779.0,0.0
SKU127,2024-06-02,0,6.0,2849.0,17094.0
SKU135,2024-06-02,0,4.0,2279.0,9116.0
SKU136,2024-06-02,0,1.0,4939.0,4939.0
SKU137,2024-06-02,0,11.0,1519.0,16709.0
SKU152,2024-06-02,0,2.0,299.0,598.0
SKU153,2024-06-02,0,2.0,4029.0,8058.0
SKU155,2024-06-02,0,4.0,4919.0,19676.0
SKU158,2024-06-02,0,6.0,299.0,1794.0
SKU163,2024-06-02,0,5.0,2159.0,10795.0
SKU168,2024-06-02,0,3.0,,1497.0
SKU170,2024-06-02,0,1.0,4279.0,4279.0
SKU182,2024-06-02,0,0.0,969.0,0.0
SKU184,2024-06-02,0,2.0,4199.0,8398.0
SKU186,2024-06-02,0,8.0,4369.0,34952.0
SKU188,2024-06-02,0,3.0,1689.0,5067.0
SKU193,2024-06-02,0,2.0,4659.0,9318.0
SKU196,2024-06-02,0,3.0,2289.0,6867.0
SKU197,2024-06-02,0,9.0,3129.0,28161.0
SKU198,2024-06-02,0,7.0,3919.0,27433.0
SKU199,2024-06-02,0,5.0,3439.0,17195.0
SKU200,2024-06-02,0,1.0,2819.0,2819.0
SKU007,2024-06-03,0,0.0,2739.0,0.0
SKU008,2024-06-03,0,0.0,2749.0,0.0
SKU011,2024-06-03,0,2.0,839.0,1678.0
SKU012,2024-06-03,0,2.0,1589.0,3178.0
SKU018,2024-06-03,0,2.0,1569.0,3138.0
SKU020,2024-06-03,0,8.0,2229.0,17832.0
SKU021,2024-06-03,0,0.0,4929.0,0.0
SKU031,2024-06-03,0,2.0,4359.0,8718.0
SKU034,2024-06-03,0,1.0,759.0,759.0
SKU036,2024-06-03,0,1.0,2699.0,2699.0
SKU038,2024-06-03,0,4.0,3079.0,12316.0
SKU042,2024-06-03,0,8.0,3659.0,29272.0
SKU045,2024-06-03,0,1.0,3349.0,3349.0
SKU046,2024-06-03,0,1.0,3389.0,3389.0
SKU047,2024-06-03,0,1.0,4059.0,4059.0
SKU050,2024-06-03,0,7.0,3749.0,26243.0
SKU054,2024-06-03,0,0.0,729.0,0.0
SKU059,2024-06-03,0,1.0,2339.0,2339.0
SKU063,2024-06-03,0,1.0,4599.0,4599.0
SKU064,2024-06-03,0,2.0,1959.0,3918.0
SKU065,2024-06-03,0,4.0,2229.0,8916.0
SKU069,2024-06-03,0,1.0,1369.0,1369.0
SKU070,2024-06-03,0,0.0,4849.0,0.0
SKU073,2024-06-03,0,11.0,4349.0,47839.0
SKU076,2024-06-03,0,1.0,3129.0,3129.0
SKU079,2024-06-03,0,4.0,1279.0,5116.0
SKU080,2024-06-03,0,1.0,919.0,919.0
SKU085,2024-06-03,0,8.0,1049.0,8392.0
SKU086,2024-06-03,0,4.0,4159.0,16636.0
SKU091,2024-06-03,0,4.0,2999.0,11996.0
SKU095,2024-06-03,0,2.0,949.0,1898.0
SKU103,2024-06-03,0,3.0,4389.0,13167.0
SKU104,2024-06-03,0,1.0,2249.0,2249.0
SKU106,2024-06-03,0,3.0,1599.0,4797.0
SKU107,2024-06-03,0,1.0,2249.0,2249.0
SKU110,2024-06-03,0,7.0,649.0,4543.0
SKU111,2024-06-03,0,0.0,3659.0,0.0
SKU118,2024-06-03,0,8.0,4529.0,36232.0
SKU120,2024-06-03,0,2.0,3739.0,7478.0
SKU122,2024-06-03,0,5.0,4229.0,21145.0
SKU126,2024-06-03,0,3.0,1779.0,5337.0
SKU127,2024-06-03,0,8.0,2849.0,22792.0
SKU135,2024-06-03,0,1.0,2279.0,2279.0
SKU136,2024-06-03,0,0.0,4939.0,0.0
SKU137,2024-06-03,0,4.0,1519.0,6076.0
SKU141,2024-06-03,0,3.0,1549.0,4647.0
SKU152,2024-06-03,0,2.0,299.0,598.0
SKU153,2024-06-03,0,1.0,4029.0,4029.0
SKU155,2024-06-03,0,0.0,4919.0,0.0
SKU158,2024-06-03,0,1.0,299.0,299.0
SKU163,2024-06-03,0,4.0,2159.0,8636.0
SKU168,2024-06-03,0,3.0,499.0,1497.0
SKU170,2024-06-03,0,1.0,4279.0,4279.0
SKU182,2024-06-03,0,0.0,969.0,0.0
SKU184,2024-06-03,0,2.0,4199.0,8398.0
SKU186,2024-06-03,0,11.0,4369.0,48059.0
SKU188,2024-06-03,0,2.0,1689.0,3378.0
SKU193,2024-06-03,0,1.0,4659.0,4659.0
SKU196,2024-06-03,0,1.0,2289.0,2289.0
SKU197,2024-06-03,0,5.0,3129.0,15645.0
SKU198,2024-06-03,0,3.0,3919.0,11757.0
SKU199,2024-06-03,0,0.0,3439.0,0.0
SKU200,2024-06-03,0,2.0,2819.0,5638.0
SKU007,2024-06-04,0,1.0,2739.0,2739.0
SKU008,2024-06-04,0,1.0,2749.0,2749.0
SKU011,2024-06-04,0,2.0,839.0,1678.0
SKU012,2024-06-04,0,2.0,1589.0,3178.0
SKU018,2024-06-04,0,1.0,1569.0,1569.0
SKU020,2024-06-04,0,2.0,2229.0,4458.0
SKU021,2024-06-04,0,1.0,4929.0,4929.0
SKU031,2024-06-04,0,2.0,4359.0,8718.0
SKU034,2024-06-04,0,0.0,759.0,0.0
SKU036,2024-06-04,0,1.0,2699.0,2699.0
SKU038,2024-06-04,0,4.0,3079.0,12316.0
SKU042,2024-06-04,0,11.0,3659.0,40249.0
SKU045,2024-06-04,0,1.0,3349.0,3349.0
SKU046,2024-06-04,0,3.0,3389.0,10167.0
SKU047,2024-06-04,0,1.0,4059.0,4059.0
SKU050,2024-06-04,0,3.0,3749.0,11247.0
SKU054,2024-06-04,0,2.0,729.0,1458.0
SKU059,2024-06-04,0,0.0,2339.0,0.0
SKU063,2024-06-04,0,2.0,4599.0,9198.0
SKU064,2024-06-04,0,2.0,1959.0,3918.0
SKU065,2024-06-04,0,3.0,2229.0,6687.0
SKU069,2024-06-04,0,1.0,1369.0,1369.0
SKU070,2024-06-04,0,2.0,4849.0,9698.0
SKU073,2024-06-04,0,1.0,4349.0,4349.0
SKU076,2024-06-04,0,1.0,3129.0,3129.0
SKU079,2024-06-04,0,0.0,1279.0,0.0
SKU080,2024-06-04,0,2.0,919.0,1838.0
SKU085,2024-06-04,0,5.0,1049.0,5245.0
SKU086,2024-06-04,0,4.0,4159.0,16636.0
SKU091,2024-06-04,0,3.0,2999.0,8997.0
SKU095,2024-06-04,0,7.0,949.0,6643.0
SKU103,2024-06-04,0,2.0,4389.0,8778.0
SKU104,2024-06-04,0,2.0,2249.0,4498.0
SKU106,2024-06-04,0,1.0,1599.0,1599.0
SKU107,2024-06-04,0,1.0,2249.0,2249.0
SKU110,2024-06-04,0,9.0,649.0,5841.0
SKU111,2024-06-04,0,0.0,3659.0,0.0
SKU118,2024-06-04,0,9.0,4529.0,40761.0
SKU120,2024-06-04,0,4.0,3739.0,14956.0
SKU122,2024-06-04,0,5.0,4229.0,21145.0
SKU126,2024-06-04,0,1.0,1779.0,1779.0
SKU127,2024-06-04,0,12.0,2849.0,34188.0
SKU135,2024-06-04,0,0.0,2279.0,0.0
SKU136,2024-06-04,0,2.0,4939.0,9878.0
SKU137,2024-06-04,0,7.0,1519.0,10633.0
SKU141,2024-06-04,0,4.0,1549.0,6196.0
SKU152,2024-06-04,0,2.0,299.0,598.0
SKU153,2024-06-04,0,1.0,4029.0,4029.0
SKU155,2024-06-04,0,1.0,4919.0,4919.0
SKU158,2024-06-04,0,4.0,299.0,1196.0
SKU163,2024-06-04,0,9.0,2159.0,19431.0
SKU168,2024-06-04,0,2.0,499.0,998.0
SKU170,2024-06-04,0,1.0,4279.0,4279.0
SKU182,2024-06-04,0,0.0,969.0,0.0
SKU184,2024-06-04,0,1.0,4199.0,4199.0
SKU186,2024-06-04,0,9.0,4369.0,39321.0
SKU188,2024-06-04,0,0.0,1689.0,0.0
SKU193,2024-06-04,0,0.0,4659.0,0.0
SKU194,2024-06-04,0,1.0,4669.0,4669.0
SKU196,2024-06-04,0,2.0,2289.0,4578.0
SKU197,2024-06-04,0,9.0,3129.0,28161.0
SKU198,2024-06-04,0,4.0,3919.0,15676.0
SKU199,2024-06-04,0,2.0,3439.0,6878.0
SKU200,2024-06-04,0,1.0,2819.0,2819.0
SKU007,2024-06-05,0,2.0,2739.0,5478.0
SKU008,2024-06-05,0,1.0,2749.0,2749.0
SKU011,2024-06-05,0,0.0,839.0,0.0
SKU012,2024-06-05,0,2.0,1589.0,3178.0
SKU018,2024-06-05,0,0.0,1569.0,0.0
SKU020,2024-06-05,0,2.0,2229.0,4458.0
SKU021,2024-06-05,0,2.0,4929.0,9858.0
SKU031,2024-06-05,0,1.0,4359.0,4359.0
SKU034,2024-06-05,0,0.0,759.0,0.0
SKU036,2024-06-05,0,1.0,2699.0,2699.0
SKU038,2024-06-05,0,1.0,3079.0,3079.0
SKU042,2024-06-05,0,5.0,3659.0,18295.0
SKU045,2024-06-05,0,1.0,3349.0,3349.0
SKU046,2024-06-05,0,6.0,,20334.0
SKU047,2024-06-05,0,2.0,4059.0,8118.0
SKU050,2024-06-05,0,2.0,3749.0,7498.0
SKU054,2024-06-05,0,0.0,729.0,0.0
SKU059,2024-06-05,0,5.0,2339.0,11695.0
SKU063,2024-06-05,0,1.0,4599.0,4599.0
SKU064,2024-06-05,0,2.0,1959.0,3918.0
SKU065,2024-06-05,0,4.0,2229.0,8916.0
SKU069,2024-06-05,0,1.0,1369.0,1369.0
SKU070,2024-06-05,0,1.0,4849.0,4849.0
SKU073,2024-06-05,0,9.0,4349.0,39141.0
SKU076,2024-06-05,0,1.0,3129.0,3129.0
SKU079,2024-06-05,0,3.0,1279.0,3837.0
SKU080,2024-06-05,0,3.0,919.0,2757.0
SKU085,2024-06-05,0,3.0,1049.0,3147.0
SKU086,2024-06-05,0,1.0,4159.0,4159.0
SKU091,2024-06-05,0,2.0,2999.0,5998.0
SKU095,2024-06-05,0,3.0,949.0,2847.0
SKU103,2024-06-05,0,5.0,4389.0,21945.0
SKU104,2024-06-05,0,2.0,2249.0,4498.0
SKU106,2024-06-05,0,1.0,1599.0,1599.0
SKU107,2024-06-05,0,2.0,2249.0,4498.0
SKU110,2024-06-05,0,5.0,649.0,3245.0
SKU111,2024-06-05,0,0.0,3659.0,0.0
SKU118,2024-06-05,0,4.0,4529.0,18116.0
SKU120,2024-06-05,0,1.0,3739.0,3739.0
SKU122,2024-06-05,0,4.0,4229.0,16916.0
SKU126,2024-06-05,0,4.0,1779.0,7116.0
SKU127,2024-06-05,0,3.0,2849.0,8547.0
SKU135,2024-06-05,0,2.0,2279.0,4558.0
SKU136,2024-06-05,0,0.0,4939.0,0.0
SKU137,2024-06-05,0,9.0,1519.0,13671.0
SKU141,2024-06-05,0,2.0,1549.0,3098.0
SKU152,2024-06-05,0,1.0,299.0,299.0
SKU153,2024-06-05,0,4.0,4029.0,16116.0
SKU155,2024-06-05,0,3.0,4919.0,14757.0
SKU158,2024-06-05,0,3.0,299.0,897.0
SKU163,2024-06-05,0,0.0,2159.0,0.0
SKU168,2024-06-05,0,2.0,499.0,998.0
SKU170,2024-06-05,0,2.0,4279.0,8558.0
SKU182,2024-06-05,0,1.0,969.0,969.0
SKU184,2024-06-05,0,0.0,4199.0,0.0
SKU186,2024-06-05,0,6.0,4369.0,26214.0
SKU188,2024-06-05,0,1.0,1689.0,1689.0
SKU193,2024-06-05,0,0.0,4659.0,0.0
SKU194,2024-06-05,0,4.0,4669.0,18676.0
SKU196,2024-06-05,0,7.0,2289.0,16023.0
SKU197,2024-06-05,0,5.0,3129.0,15645.0
SKU198,2024-06-05,0,8.0,3919.0,31352.0
SKU199,2024-06-05,0,1.0,3439.0,3439.0
SKU200,2024-06-05,0,2.0,2819.0,5638.0
SKU007,2024-06-06,0,1.0,2739.0,2739.0
SKU008,2024-06-06,0,1.0,2749.0,2749.0
SKU011,2024-06-06,0,0.0,839.0,0.0
SKU012,2024-06-06,0,2.0,1589.0,3178.0
SKU018,2024-06-06,0,1.0,1569.0,1569.0
SKU020,2024-06-06,0,5.0,2229.0,11145.0
SKU021,2024-06-06,0,2.0,4929.0,9858.0
SKU031,2024-06-06,0,1.0,4359.0,4359.0
SKU034,2024-06-06,0,2.0,759.0,1518.0
SKU036,2024-06-06,0,1.0,2699.0,2699.0
SKU038,2024-06-06,0,4.0,3079.0,12316.0
SKU042,2024-06-06,0,7.0,3659.0,25613.0
SKU045,2024-06-06,0,1.0,3349.0,3349.0
SKU046,2024-06-06,0,2.0,3389.0,6778.0
SKU047,2024-06-06,0,0.0,4059.0,0.0
SKU050,2024-06-06,0,4.0,3749.0,14996.0
SKU054,2024-06-06,0,2.0,729.0,1458.0
SKU059,2024-06-06,0,1.0,2339.0,2339.0
SKU063,2024-06-06,0,5.0,4599.0,22995.0
SKU064,2024-06-06,0,2.0,1959.0,3918.0
SKU065,2024-06-06,0,2.0,2229.0,4458.0
SKU069,2024-06-06,0,2.0,1369.0,2738.0
SKU070,2024-06-06,0,0.0,4849.0,0.0
SKU073,2024-06-06,0,9.0,4349.0,39141.0
SKU076,2024-06-06,0,2.0,3129.0,6258.0
SKU079,2024-06-06,0,1.0,1279.0,1279.0
SKU080,2024-06-06,0,0.0,919.0,0.0
SKU085,2024-06-06,0,1.0,1049.0,1049.0
SKU086,2024-06-06,0,2.0,4159.0,8318.0
SKU091,2024-06-06,0,4.0,2999.0,11996.0
SKU095,2024-06-06,0,0.0,949.0,0.0
SKU103,2024-06-06,0,7.0,4389.0,30723.0
SKU104,2024-06-06,0,0.0,2249.0,0.0
SKU106,2024-06-06,0,2.0,1599.0,3198.0
SKU107,2024-06-06,0,2.0,2249.0,4498.0
SKU110,2024-06-06,0,12.0,649.0,7788.0
SKU111,2024-06-06,0,0.0,3659.0,0.0
SKU118,2024-06-06,0,7.0,4529.0,31703.0
SKU120,2024-06-06,0,8.0,3739.0,29912.0
SKU122,2024-06-06,0,2.0,4229.0,8458.0
SKU126,2024-06-06,0,1.0,1779.0,1779.0
SKU127,2024-06-06,0,11.0,2849.0,31339.0
SKU135,2024-06-06,0,0.0,2279.0,0.0
SKU136,2024-06-06,0,1.0,4939.0,4939.0
SKU137,2024-06-06,0,9.0,1519.0,13671.0
SKU141,2024-06-06,0,4.0,1549.0,6196.0
SKU152,2024-06-06,0,1.0,299.0,299.0
SKU153,2024-06-06,0,2.0,4029.0,8058.0
SKU155,2024-06-06,0,4.0,4919.0,19676.0
SKU158,2024-06-06,0,4.0,299.0,1196.0
SKU163,2024-06-06,0,3.0,2159.0,6477.0
SKU168,2024-06-06,0,3.0,499.0,1497.0
SKU170,2024-06-06,0,2.0,4279.0,8558.0
SKU182,2024-06-06,0,1.0,969.0,969.0
SKU184,2024-06-06,0,1.0,4199.0,4199.0
SKU186,2024-06-06,0,8.0,4369.0,34952.0
SKU188,2024-06-06,0,1.0,1689.0,1689.0
SKU193,2024-06-06,0,0.0,4659.0,0.0
SKU194,2024-06-06,0,1.0,4669.0,4669.0
SKU196,2024-06-06,0,2.0,2289.0,4578.0
SKU197,2024-06-06,0,6.0,3129.0,18774.0
SKU198,2024-06-06,0,3.0,3919.0,11757.0
SKU199,2024-06-06,0,1.0,3439.0,3439.0
SKU200,2024-06-06,0,1.0,2819.0,2819.0
SKU007,2024-06-07,0,2.0,2739.0,5478.0
SKU008,2024-06-07,0,0.0,2749.0,0.0
SKU011,2024-06-07,0,1.0,839.0,839.0
SKU012,2024-06-07,0,0.0,1589.0,0.0
SKU018,2024-06-07,0,1.0,1569.0,1569.0
SKU020,2024-06-07,0,2.0,2229.0,4458.0
SKU021,2024-06-07,0,2.0,4929.0,9858.0
SKU031,2024-06-07,0,2.0,4359.0,8718.0
SKU034,2024-06-07,0,0.0,759.0,0.0
SKU036,2024-06-07,0,3.0,2699.0,8097.0
SKU038,2024-06-07,0,0.0,3079.0,0.0
SKU042,2024-06-07,0,8.0,3659.0,29272.0
SKU045,2024-06-07,0,1.0,3349.0,3349.0
SKU046,2024-06-07,0,4.0,3389.0,13556.0
SKU047,2024-06-07,0,2.0,4059.0,8118.0
SKU050,2024-06-07,0,0.0,3749.0,0.0
SKU054,2024-06-07,0,1.0,729.0,729.0
SKU059,2024-06-07,0,3.0,2339.0,7017.0
SKU063,2024-06-07,0,2.0,4599.0,9198.0
SKU064,2024-06-07,0,3.0,1959.0,5877.0
SKU065,2024-06-07,0,1.0,2229.0,2229.0
SKU069,2024-06-07,0,2.0,1369.0,2738.0
SKU070,2024-06-07,0,0.0,4849.0,0.0
SKU073,2024-06-07,0,4.0,4349.0,17396.0
SKU076,2024-06-07,0,1.0,3129.0,3129.0
SKU079,2024-06-07,0,2.0,1279.0,2558.0
SKU080,2024-06-07,0,6.0,919.0,5514.0
SKU085,2024-06-07,0,4.0,1049.0,4196.0
SKU086,2024-06-07,0,4.0,4159.0,16636.0
SKU091,2024-06-07,0,6.0,2999.0,17994.0
SKU095,2024-06-07,0,7.0,949.0,6643.0
SKU103,2024-06-07,0,1.0,4389.0,4389.0
SKU104,2024-06-07,0,0.0,2249.0,0.0
SKU106,2024-06-07,0,1.0,1599.0,1599.0
SKU107,2024-06-07,0,2.0,2249.0,4498.0
SKU110,2024-06-07,0,6.0,649.0,3894.0
SKU111,2024-06-07,0,0.0,3659.0,0.0
SKU118,2024-06-07,0,7.0,4529.0,31703.0
SKU120,2024-06-07,0,3.0,3739.0,11217.0
SKU122,2024-06-07,0,5.0,4229.0,21145.0
SKU126,2024-06-07,0,3.0,1779.0,5337.0
SKU127,2024-06-07,0,4.0,2849.0,11396.0
SKU135,2024-06-07,0,5.0,2279.0,11395.0
SKU136,2024-06-07,0,1.0,,4939.0
SKU137,2024-06-07,0,5.0,1519.0,7595.0
SKU141,2024-06-07,0,0.0,1549.0,0.0
SKU152,2024-06-07,0,3.0,299.0,897.0
SKU153,2024-06-07,0,0.0,4029.0,0.0
SKU155,2024-06-07,0,0.0,4919.0,0.0
SKU158,2024-06-07,0,4.0,299.0,1196.0
SKU163,2024-06-07,0,4.0,2159.0,8636.0
SKU168,2024-06-07,0,2.0,499.0,998.0
SKU170,2024-06-07,0,3.0,4279.0,12837.0
SKU182,2024-06-07,0,1.0,969.0,969.0
SKU184,2024-06-07,0,2.0,4199.0,8398.0
SKU186,2024-06-07,0,8.0,4369.0,34952.0
SKU188,2024-06-07,0,0.0,1689.0,0.0
SKU193,2024-06-07,0,1.0,4659.0,4659.0
SKU194,2024-06-07,0,2.0,4669.0,9338.0
SKU196,2024-06-07,0,,2289.0,
SKU197,2024-06-07,0,6.0,3129.0,18774.0
SKU198,2024-06-07,0,0.0,3919.0,0.0
SKU199,2024-06-07,0,5.0,3439.0,17195.0
SKU200,2024-06-07,0,1.0,2819.0,2819.0
SKU007,2024-06-08,0,1.0,2739.0,2739.0
SKU008,2024-06-08,0,3.0,2749.0,8247.0
SKU011,2024-06-08,0,2.0,839.0,1678.0
SKU012,2024-06-08,0,1.0,1589.0,1589.0
SKU018,2024-06-08,0,2.0,1569.0,3138.0
SKU020,2024-06-08,0,4.0,2229.0,8916.0
SKU021,2024-06-08,0,4.0,4929.0,19716.0
SKU031,2024-06-08,0,1.0,4359.0,4359.0
SKU034,2024-06-08,0,1.0,759.0,759.0
SKU036,2024-06-08,0,1.0,2699.0,2699.0
SKU038,2024-06-08,0,3.0,3079.0,9237.0
SKU042,2024-06-08,0,6.0,3659.0,21954.0
SKU045,2024-06-08,0,0.0,3349.0,0.0
SKU046,2024-06-08,0,6.0,3389.0,20334.0
SKU047,2024-06-08,0,3.0,4059.0,12177.0
SKU050,2024-06-08,0,10.0,3749.0,37490.0
SKU054,2024-06-08,0,2.0,729.0,1458.0
SKU059,2024-06-08,0,1.0,2339.0,2339.0
SKU063,2024-06-08,0,2.0,4599.0,9198.0
SKU064,2024-06-08,0,3.0,1959.0,5877.0
SKU065,2024-06-08,0,5.0,2229.0,11145.0
SKU069,2024-06-08,0,4.0,1369.0,5476.0
SKU070,2024-06-08,0,1.0,4849.0,4849.0
SKU073,2024-06-08,0,9.0,4349.0,39141.0
SKU076,2024-06-08,0,2.0,3129.0,6258.0
SKU079,2024-06-08,0,1.0,1279.0,1279.0
SKU080,2024-06-08,0,0.0,919.0,0.0
SKU085,2024-06-08,0,3.0,1049.0,3147.0
SKU086,2024-06-08,0,8.0,4159.0,33272.0
SKU091,2024-06-08,0,3.0,2999.0,8997.0
SKU095,2024-06-08,0,9.0,949.0,8541.0
SKU103,2024-06-08,0,3.0,4389.0,13167.0
SKU104,2024-06-08,0,1.0,2249.0,2249.0
SKU106,2024-06-08,0,0.0,1599.0,0.0
SKU107,2024-06-08,0,0.0,2249.0,0.0
SKU110,2024-06-08,0,14.0,649.0,9086.0
SKU111,2024-06-08,0,1.0,3659.0,3659.0
SKU118,2024-06-08,0,16.0,4529.0,72464.0
SKU120,2024-06-08,0,7.0,3739.0,26173.0
SKU122,2024-06-08,0,1.0,4229.0,4229.0
SKU126,2024-06-08,0,4.0,1779.0,7116.0
SKU127,2024-06-08,0,9.0,2849.0,25641.0
SKU135,2024-06-08,0,3.0,2279.0,6837.0
SKU136,2024-06-08,0,0.0,4939.0,0.0
SKU137,2024-06-08,0,15.0,1519.0,22785.0
SKU141,2024-06-08,0,1.0,1549.0,1549.0
SKU152,2024-06-08,0,1.0,299.0,299.0
SKU153,2024-06-08,0,5.0,4029.0,20145.0
SKU155,2024-06-08,0,6.0,4919.0,29514.0
SKU158,2024-06-08,0,7.0,299.0,2093.0
SKU163,2024-06-08,0,6.0,2159.0,12954.0
SKU168,2024-06-08,0,3.0,499.0,1497.0
SKU170,2024-06-08,0,0.0,4279.0,0.0
SKU182,2024-06-08,0,0.0,969.0,0.0
SKU184,2024-06-08,0,0.0,4199.0,0.0
SKU186,2024-06-08,0,20.0,4369.0,87380.0
SKU188,2024-06-08,0,2.0,1689.0,3378.0
SKU193,2024-06-08,0,0.0,4659.0,0.0
SKU194,2024-06-08,0,1.0,4669.0,4669.0
SKU196,2024-06-08,0,3.0,2289.0,6867.0
SKU197,2024-06-08,0,6.0,3129.0,18774.0
